Network Type,Band,Num_Carriers,SINR,RB,TH_CWD0,TH_CWD1,ANT,TRANS,RANK,BLER,CQI_CWD0,CQI_CWD1,MCS_CWD0,MCS_CWD1
CX,L,4,5.8,71,17.71,12.19,4x4,4,2,7.4,6,4,64QAM,16QAM
CX,U,4,8.4,100,27.57,0.68,2x2,4,1,9,7,0,64QAM,16QAM
CX,U,4,7.4,100,21.19,0.65,2x2,4,1,8.5,5,0,,
CX,U,4,6.5,100,18.81,0.81,2x2,4,2,8.4,5,0,,
CX,L,4,9.2,56,17.7,13.22,4x4,4,2,8.7,6,5,64QAM,64QAM
CX,U,4,11.4,100,34.54,6.09,2x2,4,1,9,6,1,64QAM,16QAM
CX,U,4,11,100,30.28,10.13,2x2,4,1,10.5,5,2,,
CX,U,4,10,100,33.85,3.17,2x2,4,1,9.2,8,0,,
CX,L,4,6.7,71,20.57,19.77,4x4,4,2,8.9,5,6,64QAM,64QAM
CX,U,4,9.8,100,30.75,7.88,2x2,4,1,8.8,6,1,64QAM,16QAM
CX,U,4,9.9,100,32.14,5.06,2x2,4,2,8.8,7,1,,
CX,U,4,9.3,100,30.77,7.82,2x2,4,1,9,6,2,,
CX,L,4,7.1,72,16.23,11.12,4x4,4,2,6.1,6,4,64QAM,16QAM
CX,U,4,8.5,100,31.66,4.22,2x2,4,1,8.9,7,0,64QAM,16QAM
CX,U,4,9.8,100,34.54,4.3,2x2,4,1,8.5,7,1,,
CX,U,4,8.5,100,36.21,2.15,2x2,4,1,9.9,7,0,,
CX,L,4,4.6,72,17.23,9.45,4x4,4,2,8.4,6,3,16QAM,16QAM
CX,U,4,7.3,100,25.65,0.71,2x2,4,1,8.5,5,0,64QAM,16QAM
CX,U,4,7.2,100,24.79,0,2x2,4,1,9.2,6,0,,
CX,U,4,5.3,100,16.98,0.15,2x2,4,1,8.6,5,0,,
CX,L,4,7.6,72,17.71,17.39,4x4,4,2,7.9,5,6,64QAM,64QAM
CX,U,4,8.3,100,29.99,5.31,2x2,4,1,8.5,6,1,64QAM,16QAM
CX,U,4,8.9,100,33.83,3.08,2x2,4,1,8.2,8,0,,
CX,U,4,7.8,100,24.94,8.02,2x2,4,1,8.7,6,1,,
CX,L,4,4.8,71,14.76,10.9,4x4,4,1,7.2,5,5,16QAM,16QAM
CX,U,4,8.3,100,30.86,2.4,2x2,4,2,9.8,7,0,64QAM,16QAM
CX,U,4,9.4,100,32.41,2.55,2x2,4,1,8.7,7,1,,
CX,U,4,6.2,100,24.73,3.65,2x2,4,1,10.4,6,0,,
CX,L,4,4,72,17.31,3.73,4x4,4,2,4.3,7,1,64QAM,16QAM
CX,U,4,4.2,100,18.86,0.34,2x2,4,2,9.4,4,1,16QAM,QPSK
CX,U,4,4,100,18.47,0,2x2,4,1,9.3,4,0,,
CX,U,4,1.4,100,12.33,0,2x2,4,1,9.4,3,0,,
CX,L,4,6.9,72,18.63,15.21,4x4,4,2,7.9,5,6,64QAM,64QAM
CX,U,4,9.5,100,32.22,5.53,2x2,4,1,9.5,7,0,64QAM,16QAM
CX,U,4,9.3,100,31.15,3.65,2x2,4,1,9.2,7,0,,
CX,U,4,8.7,100,33.48,2.73,2x2,4,1,10,8,0,,
CX,L,4,7,72,20.65,19.26,4x4,4,2,9.4,6,5,64QAM,64QAM
CX,U,4,10.1,100,35.12,6.33,2x2,4,1,10.2,7,2,64QAM,16QAM
CX,U,4,10.3,100,29.6,5.5,2x2,4,1,8.4,6,2,,
CX,U,4,8.3,100,29.23,6.67,2x2,4,2,8.8,7,1,,
CX,L,4,1,72,13.14,3.32,4x4,4,1,7.9,6,0,16QAM,16QAM
CX,U,4,2.6,100,13.68,0.16,2x2,4,1,7.3,4,0,16QAM,QPSK
CX,U,4,3.7,100,15.24,0.38,2x2,4,1,8,5,0,,
CX,U,4,2,100,13.06,0.24,2x2,4,1,8.6,4,0,,
CX,L,4,1.5,72,17.68,2.25,4x4,4,1,10.5,5,0,64QAM,16QAM
CX,U,4,3.3,100,23.93,0.06,2x2,4,1,8.7,6,0,64QAM,QPSK
CX,U,4,4.1,100,22.76,0.11,2x2,4,1,9.9,6,0,,
CX,U,4,1.2,100,18.99,0.14,2x2,4,1,9,5,0,,
CX,L,4,3.9,72,20.43,4.13,4x4,4,1,8.4,6,1,64QAM,64QAM
CX,U,4,5.7,100,23.61,1.75,2x2,4,1,8.6,3,0,64QAM,64QAM
CX,U,4,5.9,100,23.51,0.09,2x2,4,1,7.4,4,1,,
CX,U,4,4.7,100,22.34,0,2x2,4,1,9.2,4,0,,
CX,L,4,1.4,72,12.19,4.48,4x4,4,2,9.2,5,1,16QAM,16QAM
CX,U,4,3.5,100,15,0.3,2x2,4,1,11,3,0,16QAM,QPSK
CX,U,4,3.8,100,14.86,0,2x2,4,1,10.6,4,0,,
CX,U,4,-2.1,100,6.1,0,2x2,4,1,11.3,3,0,,
CX,L,4,4.2,72,14.71,10.21,4x4,4,1,9.1,6,3,16QAM,16QAM
CX,U,4,5.2,100,23.98,0.64,2x2,4,1,8.9,5,0,64QAM,16QAM
CX,U,4,4.7,100,22.05,0,2x2,4,1,8.7,6,0,,
CX,U,4,3.3,100,19.39,0,2x2,4,1,8.9,5,0,,
CX,L,4,3.5,72,17.31,4.71,4x4,4,2,7.3,6,3,64QAM,16QAM
CX,U,4,5.9,100,28.01,0.02,2x2,4,1,9.6,7,0,64QAM,QPSK
CX,U,4,5,100,22.77,0,2x2,4,1,10.2,6,0,,
CX,U,4,4.8,100,24.09,0,2x2,4,1,9.2,5,0,,
CX,L,4,-0.8,72,13.98,0.15,4x4,4,2,8,5,0,16QAM,QPSK
CX,U,4,2,100,12.63,0,2x2,4,1,9,4,0,16QAM,
CX,U,4,1.9,100,11.86,0,2x2,4,1,9.2,1,0,,
CX,U,4,0,100,4.07,0,2x2,4,1,9.5,3,0,,
CX,L,4,-0.6,72,20.39,0.78,4x4,4,1,9.5,6,0,64QAM,16QAM
CX,U,4,5.8,100,27.32,1.42,2x2,4,1,9.5,6,0,64QAM,16QAM
CX,U,4,6,100,26.51,0.37,2x2,4,1,9.5,6,0,,
CX,U,4,4.8,100,24.4,0.26,2x2,4,1,9.8,5,0,,
CX,L,4,-1.6,72,11.26,1.67,4x4,4,1,8.2,5,0,16QAM,16QAM
CX,U,4,4.3,100,21.33,3.42,2x2,4,1,8.5,3,2,16QAM,16QAM
CX,U,4,4,100,24.27,0.03,2x2,4,1,8.7,5,0,,
CX,U,4,4.3,100,21.09,0.19,2x2,4,1,8.2,5,0,,
CX,L,4,-3.1,72,12.66,1.8,4x4,4,1,6.6,4,1,16QAM,16QAM
CX,U,4,5.7,100,25.62,2.32,2x2,4,1,10.5,6,0,64QAM,64QAM
CX,U,4,4.7,100,20.55,2.71,2x2,4,1,9.9,5,0,,
CX,U,4,5.4,100,28.48,0.12,2x2,4,1,9.9,6,0,,
CX,L,4,-4.3,72,7.27,0,4x4,4,1,8.9,3,0,16QAM,16QAM
CX,U,4,0.2,100,10.71,0,2x2,4,1,9.6,2,0,16QAM,
CX,U,4,0.5,100,8.37,0,2x2,4,1,8.7,3,0,,
CX,U,4,-1.1,100,6.59,0,2x2,4,1,8.8,3,0,,
CX,L,4,-3.3,67,13.09,1.04,4x4,4,1,8.8,4,0,16QAM,16QAM
CX,U,4,4.1,100,19.46,0,2x2,4,1,9.9,5,0,16QAM,
CX,U,4,3.7,100,17.34,0.24,2x2,4,1,8.1,5,0,,
CX,L,4,-5.6,65,6.4,0,4x4,4,1,8,3,0,16QAM,QPSK
CX,U,4,0.3,100,8.67,0,2x2,4,1,8.8,3,0,16QAM,
CX,U,4,0.3,100,8.57,0,2x2,4,1,8.5,3,0,,
CX,L,4,-4.9,69,7.07,0,4x4,4,1,8.9,3,0,16QAM,QPSK
CX,U,4,-0.4,100,7.67,0,2x2,4,1,8.7,3,0,16QAM,
CX,U,4,-0.1,100,7.72,0,2x2,4,1,9,3,0,,
CX,U,4,-1.3,0,,,,,,0,3,0,,
CX,L,4,-3.6,66,9.95,0,4x4,4,1,9.4,4,0,16QAM,QPSK
CX,U,4,-1,100,6.93,0,2x2,4,1,10.3,3,0,,
CX,L,4,0.5,70,21.08,0,4x4,4,1,8.5,6,0,64QAM,QPSK
CX,U,4,0.7,0,,,,,,0,4,0,,
CX,U,4,1.1,0,,,,,,0,4,0,,
CX,L,4,-0.2,72,15.64,0.05,4x4,4,1,8.5,5,0,16QAM,QPSK
CX,U,4,2.3,0,,,,,,0,4,0,,
CX,L,4,3,68,26.28,2.25,4x4,4,1,8.8,6,2,64QAM,16QAM
CX,U,4,2.6,0,,,,,,0,6,0,,
CX,L,4,6.6,32,6.37,6.3,4x4,4,2,10.4,7,7,16QAM,16QAM
CX,U,4,15.1,100,28.08,10.96,2x2,4,2,10.5,7,3,64QAM,16QAM
CX,U,4,15.4,100,24.18,11.25,2x2,4,2,8.4,6,5,,
CX,U,4,14.6,100,27.05,14.31,2x2,4,1,9.1,7,4,,
CX,L,4,7.1,54,11.49,14.55,4x4,4,2,9.8,6,8,16QAM,64QAM
CX,U,4,16,100,27.78,15.6,2x2,4,2,9.2,6,5,64QAM,64QAM
CX,U,4,15.6,100,29.33,12.38,2x2,4,1,9.8,8,3,,
CX,U,4,15.5,100,25.23,18.28,2x2,4,2,8.5,7,4,,
CX,L,4,7,55,11.79,10.6,4x4,4,2,8.6,7,6,16QAM,16QAM
CX,U,4,15,100,25.51,12.68,2x2,4,1,9.5,7,3,64QAM,16QAM
CX,U,4,15.3,100,23.92,15.22,2x2,4,2,9,9,2,,
CX,U,4,15.1,100,25.17,15.61,2x2,4,2,8.9,7,3,,
CX,L,4,6.1,53,8.55,9.23,4x4,4,2,5.9,5,7,16QAM,16QAM
CX,U,4,13,100,24.2,13.16,2x2,4,2,11,6,3,64QAM,16QAM
CX,U,4,12.8,100,23.32,8.27,2x2,4,2,9.1,7,1,,
CX,U,4,12.5,100,24.57,10.17,2x2,4,1,9.8,7,2,,
CX,L,4,5.6,52,11.47,6.73,4x4,4,2,8.1,6,5,16QAM,16QAM
CX,U,4,13,100,24.82,10.08,2x2,4,2,8.9,6,2,64QAM,16QAM
CX,U,4,12.8,100,25.01,5.29,2x2,4,1,8.3,6,1,,
CX,U,4,12,100,26.81,8.15,2x2,4,2,7.9,7,2,,
CX,L,4,6.5,58,11.07,11.41,4x4,4,2,7.3,5,6,16QAM,64QAM
CX,U,4,12.5,100,24.87,6.71,2x2,4,1,9.2,6,2,64QAM,16QAM
CX,U,4,11.9,100,23.66,5.94,2x2,4,2,8.2,6,1,,
CX,U,4,11.6,100,23.13,7.33,2x2,4,1,8.8,6,2,,
CX,L,4,8.1,50,7.99,9.5,4x4,4,2,8.4,4,7,16QAM,16QAM
CX,U,4,11.9,100,13.03,3.56,2x2,4,1,9.2,4,0,64QAM,16QAM
CX,U,4,12.8,100,13.03,2.43,2x2,4,1,8.3,4,0,,
CX,U,4,11.8,100,15,3.13,2x2,4,1,9.3,4,2,,
CX,L,4,5.3,46,6.77,9.36,4x4,4,2,8,5,6,16QAM,64QAM
CX,U,4,12.4,100,24.85,7.51,2x2,4,1,9.2,6,2,64QAM,16QAM
CX,U,4,11.8,100,20.57,3.45,2x2,4,1,9,6,1,,
CX,U,4,11.6,100,19.86,6.46,2x2,4,1,8.6,6,2,,
CX,L,4,9.4,57,18.35,12.34,4x4,4,2,8.1,7,7,64QAM,64QAM
CX,U,4,13.6,100,27.26,11.33,2x2,4,1,9,6,3,64QAM,16QAM
CX,U,4,13.4,100,25.09,13.7,2x2,4,2,9.8,7,2,,
CX,U,4,13.3,100,24.03,14.12,2x2,4,1,10.2,6,2,,
CX,L,4,9.2,58,17.43,20.03,4x4,4,2,71.9,7,9,64QAM,64QAM
CX,U,4,15.3,100,29.41,19.74,2x2,4,1,9.7,8,4,64QAM,64QAM
CX,U,4,14.3,100,31.64,19.17,2x2,4,1,10.2,8,2,,
CX,U,4,15.3,100,25.77,13.4,2x2,4,2,9,7,4,,
CX,L,4,8,56,15.39,10.62,4x4,4,2,9.6,9,6,64QAM,16QAM
CX,U,4,14,100,39.98,2.03,2x2,4,1,10.4,8,1,64QAM,16QAM
CX,U,4,12.7,100,37.71,2.58,2x2,4,1,9.3,8,1,,
CX,U,4,13.2,100,34.89,1.95,2x2,4,1,8.9,7,1,,
CX,L,4,4.3,57,10.38,5.38,4x4,4,2,7,9,2,16QAM,16QAM
CX,U,4,10.6,100,23.56,0.72,2x2,4,1,10.2,6,0,64QAM,QPSK
CX,U,4,10,100,20.02,1.45,2x2,4,2,9.3,6,0,,
CX,U,4,10.2,100,21.26,2.14,2x2,4,1,9.4,6,1,,
CX,L,4,16,59,24.65,24.37,4x4,4,2,9.9,11,11,64QAM,64QAM
CX,U,4,19.3,100,42.01,42.51,2x2,4,2,9.6,7,9,256QAM,256QAM
CX,U,4,19.6,100,37.71,39.41,2x2,4,2,9.1,10,3,,
CX,U,4,18.6,100,40.26,43.35,2x2,4,2,10.6,8,8,,
CX,L,4,15.1,58,24.23,16.1,4x2,4,1,10.4,9,8,64QAM,64QAM
CX,U,4,17.7,100,38.45,40.88,2x2,4,2,9.1,9,8,64QAM,256QAM
CX,U,4,18.1,100,36.39,35.95,2x2,4,2,8.6,8,7,,
CX,U,4,17.4,100,42.2,36.27,2x2,4,2,9.6,8,7,,
CX,L,4,-14.1,58,28.39,8.07,4x2,4,1,8.2,12,4,256QAM,64QAM
CX,U,4,17.7,100,38.68,38.21,2x2,4,2,9.4,7,7,64QAM,256QAM
CX,U,4,16.5,100,39.83,33.34,2x2,4,2,9.4,8,5,,
CX,U,4,17.4,100,37.57,28.96,2x2,4,2,9.4,8,6,,
CX,L,4,12.2,57,20.6,19.31,4x4,4,2,7.6,9,9,64QAM,64QAM
CX,U,4,17.2,100,33.97,40.18,2x2,4,2,9,9,7,64QAM,256QAM
CX,U,4,17.5,100,37.86,31.85,2x2,4,2,9.2,7,4,,
CX,U,4,17,100,35.98,37.7,2x2,4,2,10.3,7,8,,
CX,L,4,5.4,57,13.95,3.59,4x4,4,2,8.9,7,4,64QAM,16QAM
CX,U,4,13.1,100,26.8,17.04,2x2,4,2,8.6,7,2,64QAM,64QAM
CX,U,4,12.6,100,23.77,12.88,2x2,4,2,8.1,6,3,,
CX,U,4,11.7,99,26.37,14.66,2x2,4,2,10.3,7,4,,
CX,L,4,4,55,8.15,3.5,4x4,4,2,6.4,6,4,16QAM,16QAM
CX,U,4,14.9,100,20.38,12.62,2x2,4,2,9.1,4,3,64QAM,64QAM
CX,U,4,14.9,100,18.94,13.05,2x2,4,2,9.6,5,2,,
CX,U,4,14.1,100,21.67,6.93,2x2,4,2,11.1,3,3,,
CX,L,4,6,59,14.75,8.55,4x4,4,2,8.5,8,5,16QAM,16QAM
CX,U,4,12.8,100,26.55,10.01,2x2,4,1,8.6,7,2,64QAM,64QAM
CX,U,4,12.4,100,27.67,9.97,2x2,4,1,9.7,7,1,,
CX,U,4,12.6,100,15.99,5.17,2x2,4,1,9,7,0,,
CX,L,4,7.7,60,14.16,9.38,4x4,4,2,5.6,8,5,64QAM,16QAM
CX,U,4,16.3,100,39.94,18.86,2x2,4,2,10,10,0,256QAM,64QAM
CX,U,4,16,100,33.33,23.2,2x2,4,2,8.8,8,3,,
CX,U,4,15.3,100,37.39,11.97,2x2,4,1,12.4,8,4,,
CX,L,4,9.2,56,12.64,7.7,4x4,4,2,71.9,8,6,16QAM,16QAM
CX,U,4,14.4,100,31.6,21.52,2x2,4,2,8.9,7,3,64QAM,64QAM
CX,U,4,13.6,100,26.18,22.16,2x2,4,2,9.9,7,3,,
CX,U,4,13.8,100,31.01,13.86,2x2,4,2,11.3,6,4,,
CX,L,4,8.9,53,13.23,3.58,4x4,4,2,8.3,9,3,64QAM,16QAM
CX,U,4,13.2,100,26.34,15.65,2x2,4,1,9.7,7,3,64QAM,64QAM
CX,U,4,12.9,100,26.83,20.54,2x2,4,1,9.8,6,4,,
CX,U,4,13.3,100,30.04,8.72,2x2,4,1,12.4,8,0,,
CX,L,4,-0.4,58,5.89,0.94,4x4,4,1,71.2,5,2,16QAM,QPSK
CX,U,4,8.8,100,20.24,2.45,2x2,4,1,10.3,6,0,16QAM,64QAM
CX,U,4,8.7,100,18.62,1.92,2x2,4,1,10.4,6,0,,
CX,U,4,8,100,17.88,1.8,2x2,4,1,11.4,6,0,,
CX,L,4,1.5,44,6.84,2.25,4x4,4,1,9.1,6,3,16QAM,16QAM
CX,U,4,11.3,100,29.52,8.65,2x2,4,1,11.8,7,1,64QAM,64QAM
CX,U,4,10.7,100,31.1,13.07,2x2,4,1,10.8,8,3,,
CX,U,4,12.7,100,24.99,6.34,2x2,4,1,10.8,7,0,,
CX,L,4,2.3,60,13.59,1.55,4x4,4,1,6.2,8,1,64QAM,16QAM
CX,U,4,12.4,100,30.06,13.24,2x2,4,1,9.7,6,4,64QAM,64QAM
CX,U,4,11.2,100,27.82,11.25,2x2,4,1,9.8,6,3,,
CX,U,4,11.6,100,23.75,5.27,2x2,4,1,8.9,7,0,,
CX,L,4,1.5,63,12.5,0.71,4x4,4,1,7.6,7,1,16QAM,QPSK
CX,U,4,10.9,100,23.27,8.16,2x2,4,2,8.9,7,0,64QAM,64QAM
CX,U,4,11.4,100,21.6,6.79,2x2,4,2,8.8,6,1,,
CX,U,4,10.2,100,27.43,6.9,2x2,4,2,8.8,6,1,,
CX,L,4,2.3,60,10.13,2.12,4x4,4,2,6.2,7,4,16QAM,16QAM
CX,U,4,13.6,100,32.11,19.26,2x2,4,2,10.3,6,5,64QAM,64QAM
CX,U,4,13.8,100,28.93,16.75,2x2,4,2,11.5,6,2,,
CX,U,4,12.6,100,28.82,21.75,2x2,4,2,10.6,8,2,,
CX,L,4,2,60,6.77,2.43,4x4,4,1,10.1,7,2,16QAM,16QAM
CX,U,4,13.8,100,30.89,19.57,2x2,4,1,7.6,6,4,64QAM,64QAM
CX,U,4,12.7,100,34.11,13.83,2x2,4,1,8.3,8,1,,
CX,U,4,13.4,100,30,12.49,2x2,4,1,8.5,7,2,,
LO,L,3,15.1,30,15.16,1.54,4x2,4,1,0,9,1,256QAM,64QAM
LO,L,3,11.2,23,6.43,8.91,4x4,4,2,9.1,8,8,64QAM,64QAM
CX,L,4,6.3,41,9.51,9.08,4x4,4,1,8.6,6,6,64QAM,64QAM
CX,U,4,12.4,100,31.66,15.37,2x2,4,1,9.8,6,4,64QAM,64QAM
CX,U,4,12.4,100,24.09,17.8,2x2,4,1,9.3,6,5,,
CX,U,4,12.8,100,33.28,12.91,2x2,4,1,9.9,8,1,,
CX,L,4,6.1,69,14.09,9.6,4x4,4,2,9.6,7,5,16QAM,16QAM
CX,U,4,9.9,100,31.29,0.93,2x2,4,1,8.9,7,0,64QAM,16QAM
CX,U,4,9.5,100,31.03,0.44,2x2,4,1,9.9,7,0,,
CX,U,4,9.5,100,27.25,1.19,2x2,4,2,9.3,7,0,,
CX,L,4,1,69,14.04,16.06,4x4,4,2,9.6,4,5,16QAM,16QAM
CX,U,4,9.1,100,38.1,0,2x2,4,1,9.6,8,0,64QAM,
CX,U,4,9.7,100,37.18,0,2x2,4,1,9.1,8,0,,
CX,U,4,9.2,100,35.53,0,4x4,4,1,9.7,8,0,,
CX,L,4,5.7,72,6.46,9.48,4x4,4,2,6.8,5,6,16QAM,16QAM
CX,U,4,15.8,99,46,16.93,2x2,4,1,10,8,4,256QAM,256QAM
CX,U,4,16.2,99,45.7,15.63,2x2,4,2,10.1,9,4,,
CX,U,4,14.9,99,38.39,21.82,2x2,4,1,10.8,6,7,,
CX,L,4,2.1,70,14.09,4.1,4x4,4,1,10,7,1,16QAM,16QAM
CX,U,4,9.8,100,24.45,15.07,2x2,4,1,11.3,6,2,64QAM,64QAM
CX,U,4,11.1,100,37.7,0,2x2,4,1,12.3,9,0,,
CX,U,4,10.4,100,35.58,5.64,2x2,4,1,10.7,8,1,,
CX,L,4,1.1,29,7.82,2.14,4x4,4,2,9.7,7,1,64QAM,16QAM
CX,U,4,10.7,100,24.2,7.19,2x2,4,1,11.8,7,1,64QAM,64QAM
CX,U,4,11.1,100,24.9,4.47,2x2,4,1,10.9,5,0,,
CX,U,4,11.3,100,27.63,4.5,2x2,4,1,10.9,5,1,,
CX,L,4,5.1,39,5.2,3.41,4x4,4,1,8.2,7,4,16QAM,16QAM
CX,U,4,12.5,100,31.65,10.64,2x2,4,1,11,8,1,64QAM,64QAM
CX,U,4,12.9,100,29.83,10.11,2x2,4,1,10.3,9,1,,
CX,U,4,12.2,100,30.87,10.14,2x2,4,1,10.4,8,3,,
CX,L,4,9,28,4.88,0.98,4x4,4,2,10.1,6,5,16QAM,16QAM
CX,U,4,16.2,99,38.95,18.01,2x2,4,1,11.3,8,6,256QAM,64QAM
CX,U,4,16.9,99,36.88,16.42,2x2,4,2,9,9,5,,
CX,U,4,15.2,99,36.65,12.2,2x2,4,1,7.2,8,2,,
CX,L,4,5.7,47,7.11,7.82,4x4,4,2,6.4,6,5,16QAM,16QAM
CX,U,4,15,100,34.16,15.74,2x2,4,1,9.7,7,6,64QAM,64QAM
CX,U,4,14.6,100,30.23,13.25,2x2,4,2,8.6,9,2,,
CX,U,4,13.4,100,36.44,10.77,2x2,4,2,10.4,8,4,,
CX,L,4,13.9,6,1.6,2.68,4x4,4,2,10.3,8,12,16QAM,64QAM
CX,U,4,18.9,99,42.25,31.28,2x2,4,1,9.5,10,4,256QAM,256QAM
CX,U,4,20.3,100,42.41,31.85,2x2,4,2,9.4,10,6,,
CX,U,4,17,99,42.6,22.58,2x2,4,1,9,9,5,,
CX,L,4,9,26,7.14,6.46,4x4,4,2,9.3,7,7,64QAM,64QAM
CX,U,4,21.9,91,40.5,42.71,2x2,4,2,8.8,11,6,256QAM,256QAM
CX,U,4,22,91,34.75,40.37,2x2,4,2,8.1,10,9,,
CX,U,4,19.9,92,38.39,34.65,2x2,4,2,9.7,10,7,,
CX,L,4,11.1,53,10.31,10.54,4x4,4,2,9,7,7,16QAM,16QAM
CX,U,4,17.7,99,32.92,21.63,2x2,4,2,10.3,10,4,64QAM,64QAM
CX,U,4,18.1,100,33.6,24.39,2x2,4,2,11.3,7,8,,
CX,U,4,12.6,94,26.38,7.9,2x2,4,2,10.7,8,1,,
CX,L,4,8.8,51,10.29,10.75,4x4,4,2,8.7,6,6,16QAM,16QAM
CX,U,4,19.6,100,45.63,31.05,2x2,4,2,10.2,9,9,256QAM,256QAM
CX,U,4,20.7,100,43.06,29.3,2x2,4,1,9,12,5,,
CX,U,4,14.7,100,29.37,15.83,2x2,4,2,8.5,9,5,,
CX,L,4,9.6,71,12.47,10.26,4x4,4,2,9.1,7,4,16QAM,16QAM
CX,U,4,15.7,100,32.74,18.99,2x2,4,2,9.7,8,7,64QAM,64QAM
CX,U,4,15.9,100,31.13,13.69,2x2,4,1,8.6,11,1,,
CX,U,4,12.1,100,33.49,1.94,2x2,4,1,8.7,8,2,,
CX,L,4,6.3,45,7.51,6.22,4x4,4,2,9.4,5,5,16QAM,16QAM
CX,U,4,12.5,100,19,10.54,2x2,4,2,8.9,6,4,64QAM,64QAM
CX,U,4,12.8,100,17.69,6.44,2x2,4,1,8.4,6,2,,
CX,U,4,8.1,100,12.61,2.58,2x2,4,1,8.5,5,1,,
CX,L,4,11.3,62,8.96,9.34,4x4,4,2,10.9,6,6,16QAM,16QAM
CX,U,4,13.2,100,25.23,8.97,2x2,4,1,10.3,6,3,64QAM,16QAM
CX,U,4,15.1,100,32.66,8.95,2x2,4,2,10.4,8,4,,
CX,U,4,8,100,17.35,0.4,2x2,4,1,10.1,7,0,,
CX,L,4,4.9,66,6.8,6.97,4x4,4,2,8.3,5,5,16QAM,16QAM
CX,U,4,13.9,100,23.97,35.09,2x2,4,1,10.1,6,8,64QAM,64QAM
CX,U,4,15.2,100,23.12,21.33,2x2,4,1,9.5,6,6,,
CX,U,4,13.1,100,31.59,3.61,2x2,4,1,9.2,9,0,,
CX,L,4,17.9,50,12.83,12.32,4x4,4,2,7.6,10,9,64QAM,64QAM
CX,U,4,20.4,99,67.55,0,2x2,4,2,9.2,13,0,256QAM,
CX,U,4,19.5,99,62.76,0.53,2x2,4,2,9.8,13,0,,
CX,U,4,15.2,76,34.99,0,2x2,4,1,9,11,0,,
CX,L,4,14.7,72,12.76,0,4x4,4,1,8.1,11,1,16QAM,16QAM
CX,U,4,19.9,76,44.38,4.55,2x2,4,2,9.9,12,1,256QAM,256QAM
CX,U,4,18.1,74,22.05,24.94,2x2,4,2,10.2,9,8,,
CX,U,4,13.4,83,31.46,0,2x2,4,1,8.1,11,0,,
CX,L,4,16.1,72,11.95,7.79,4x4,4,1,7.6,7,7,16QAM,16QAM
CX,U,4,21.3,99,32.01,35.11,2x2,4,2,10.9,8,5,64QAM,256QAM
CX,U,4,19.5,100,43.68,29.45,2x2,4,2,10.4,10,6,,
CX,U,4,11.9,99,42.89,0,2x2,4,1,9.1,10,0,,
CX,L,4,7.2,25,6.21,2.32,4x4,4,2,7.8,6,4,64QAM,16QAM
CX,U,4,14.7,100,40.75,17.22,2x2,4,1,12,9,3,256QAM,64QAM
CX,U,4,13.8,100,16.45,5.65,2x2,4,2,14.5,8,2,,
CX,U,4,11.2,99,37.56,0,2x2,4,1,9.7,10,0,,
CX,L,4,4,58,8.83,7.22,4x4,4,2,8.3,4,3,16QAM,16QAM
CX,U,4,13,100,25.39,14.09,2x2,4,1,10.7,8,4,64QAM,64QAM
CX,U,4,12.8,100,26,13.63,2x2,4,2,10.6,6,6,,
CX,U,4,7.7,100,22.02,1.54,2x2,4,1,9.7,9,0,,
CX,L,4,4.9,61,9.31,5.58,4x4,4,1,8.7,4,4,16QAM,16QAM
CX,U,4,9.1,100,20.54,2.59,2x2,4,2,8.4,5,2,64QAM,16QAM
CX,U,4,9.1,100,17.95,3.66,2x2,4,1,8.6,6,0,,
CX,U,4,2.8,100,10.5,0,2x2,4,1,9.2,4,0,,
CX,L,4,2,63,14.75,1.83,4x4,4,1,6.5,7,0,16QAM,16QAM
CX,U,4,6.1,100,15.22,0,2x2,4,1,9.2,5,0,16QAM,
CX,U,4,6.1,100,13.38,0.47,2x2,4,1,10,6,0,,
CX,U,4,-0.7,0,,,,,,0,5,1,,
CX,L,4,-1.4,64,21.13,0,4x4,4,1,7.4,6,0,64QAM,16QAM
CX,U,4,11.7,99,34.5,3.87,2x2,4,1,9.8,8,1,64QAM,16QAM
CX,U,4,9,99,27.32,9.58,2x2,4,1,10.2,6,2,,
CX,U,4,10.6,99,21.43,4.35,2x2,4,1,11.2,7,1,,
CX,L,4,2,52,15.32,3.45,4x4,4,1,9.1,5,1,64QAM,16QAM
CX,U,4,9.7,100,26.29,6.59,2x2,4,1,9.2,7,1,64QAM,16QAM
CX,U,4,12,100,31.42,8.47,2x2,4,1,8.7,9,1,,
CX,U,4,9.8,100,18.06,3.86,2x2,4,1,9.1,7,1,,
CX,L,4,5.2,59,12.55,13.57,4x4,4,2,9.5,5,4,16QAM,64QAM
CX,U,4,14,100,36.44,11.86,2x2,4,2,10,7,3,64QAM,64QAM
CX,U,4,14.1,100,38.52,11.84,2x2,4,1,7.9,7,5,,
CX,U,4,13.5,100,30.99,3.48,2x2,4,1,8.7,9,1,,
CX,L,4,7.6,13,5.18,2.16,4x4,4,2,10.1,9,3,256QAM,64QAM
CX,U,4,18,99,57.51,7.96,2x2,4,1,9.2,11,1,256QAM,64QAM
CX,U,4,17.8,100,55.2,8.18,2x2,4,2,9.1,11,3,,
CX,U,4,15.1,100,42.53,1.81,2x2,4,1,8.8,10,0,,
CX,L,4,11.2,62,32.2,18.87,4x4,4,2,9.2,8,6,256QAM,64QAM
