Network Type,Band,Num_Carriers,SINR,RB,TH_CWD0,TH_CWD1,ANT,TRANS,RANK,BLER,CQI_CWD0,CQI_CWD1,MCS_CWD0,MCS_CWD1
CX,U,4,16.8,100,42.32,30.21,2x2,4,2,8.5,10,6,,
CX,U,4,18.7,100,38.15,31.43,2x2,4,2,10.4,8,7,,
CX,L,4,14.9,47,27.44,15.22,4x4,4,2,10.1,13,8,256QAM,64QAM
CX,U,4,24.9,100,61.1,50.86,2x2,4,2,9.6,12,10,256QAM,256QAM
CX,U,4,23,100,56.86,42.83,2x2,4,1,9.4,12,9,,
CX,U,4,23.1,100,56.6,50.84,2x2,4,2,9,11,11,,
CX,L,4,-13.7,61,15.51,18.5,4x4,4,2,7.9,10,12,64QAM,64QAM
CX,L,4,-14.4,58,13.53,10.24,4X4,4,2,11,10,10,64QAM,16QAM
LO,L,3,10,5,0.58,0.34,4x4,4,2,0,9,5,64QAM,16QAM
LO,L,3,14.7,6,2.13,0.85,2x2,4,2,7.7,8,3,256QAM,64QAM
LO,L,3,12.9,4,0.67,0.46,4x2,4,1,0,9,5,,
LO,L,3,9.1,9,2.45,2.36,4x4,4,2,0,6,5,64QAM,64QAM
LO,L,3,16.6,16,6.38,1.41,2x2,4,2,0,9,2,256QAM,64QAM
LO,L,3,12.9,21,5.92,3.21,4x2,4,2,0,9,5,,
LO,L,3,8.3,6,1.16,0.84,4x4,4,2,0,5,,64QAM,16QAM
LO,L,3,15.6,10,2.81,2.14,2x2,4,1,0,8,6,64QAM,64QAM
LO,L,3,9.2,12,1.7,1.08,4x2,4,2,0,9,1,,
LO,L,3,8.1,37,10.5,10.05,4x4,4,2,0,6,6,64QAM,64QAM
LO,L,3,17.6,14,5.98,1.44,2x2,4,1,0,10,4,256QAM,16QAM
LO,L,3,8.6,4,0.67,0.34,4x2,4,2,0,7,4,,
LO,L,3,6.8,19,6.43,5.44,4x4,4,2,0,6,5,64QAM,64QAM
LO,L,3,15.9,5,2.28,1.47,2x2,4,2,8.2,8,6,64QAM,64QAM
LO,L,3,11.2,6,0.17,0.1,4x2,4,2,0,6,7,,
LO,L,3,11.1,5,0.77,0.97,4x4,4,2,0,5,7,64QAM,64QAM
LO,L,3,18,2,0.61,0.44,2x2,4,2,0,9,6,256QAM,64QAM
LO,L,3,8.6,15,0.17,0.13,4x2,4,1,0,9,1,,
LO,L,3,12.1,8,2.35,0.8,4x4,4,2,0,6,3,64QAM,64QAM
LO,L,3,19.1,3,0.34,0.19,2x2,4,2,9.1,10,6,256QAM,64QAM
LO,L,3,7.1,8,0.05,0.02,4x2,4,2,0,6,2,,
LO,L,3,10,6,1.3,1.08,4x4,4,2,0,7,6,64QAM,64QAM
LO,L,3,18.9,3,0.52,0.13,2x1,4,1,0,12,4,256QAM,64QAM
LO,L,3,6.5,17,0.15,0.06,4x2,4,2,0,6,2,,
LO,L,3,6.8,18,4.66,2.96,4x4,4,1,0,6,,64QAM,16QAM
LO,L,3,17.4,2,0.41,0,2x2,4,1,0,11,0,256QAM,
LO,L,3,10.1,7,1.53,0.22,4x2,4,1,0,10,0,,
LO,L,3,1.1,18,2.15,0.65,4x4,4,1,0,4,,16QAM,16QAM
LO,L,3,11,6,0.42,0.04,2x2,4,1,16.9,7,1,64QAM,16QAM
LO,L,3,4.3,12,2.22,0.15,4x2,4,1,0,5,1,,
LO,L,3,10.8,4,0.12,0.1,2x2,4,1,14.5,6,,16QAM,16QAM
LO,L,3,-1.2,28,1.42,0.12,4x4,4,1,7.8,5,0,16QAM,16QAM
LO,L,3,13.2,4,0.06,0.01,2x2,4,2,0,8,,64QAM,16QAM
LO,L,3,1.4,34,2.67,0.33,4x4,4,1,0,5,0,64QAM,16QAM
LO,L,3,4.2,0,,,,,,0,5,2,,
LO,L,3,7.3,41,12.29,11.23,4x4,4,2,0,6,5,64QAM,64QAM
LO,L,3,13.4,4,0.16,0.1,2x2,4,2,0,7,6,64QAM,64QAM
LO,L,3,16.4,15,3.49,2.62,4x2,4,1,0,8,5,,
CX,L,3,4.3,35,6.91,0,4x4,4,1,0,2,,64QAM,
CX,U,3,6.6,94,6.9,0.7,2x2,4,1,0,5,4,16QAM,QPSK
CX,U,3,3.8,88,11.97,0.64,2x2,4,1,0,7,2,,
CX,U,4,0.2,100,20.15,2.38,2x2,4,2,7.3,6,1,16QAM,QPSK
CX,U,4,0,0,9.01,1.54,,,,8.5,6,1,64QAM,16QAM
CX,U,4,9.3,100,18.1,1.33,2x2,4,1,8.5,8,0,,
CX,L,4,-0.6,18,3.81,1.34,4x4,4,1,8.5,6,1,64QAM,16QAM
CX,U,4,8.8,100,8.65,0.65,2x2,4,1,11.8,5,0,,
CX,L,4,0.9,25,8.16,0.99,4x4,4,2,8.9,5,2,64QAM,16QAM
CX,U,4,10,100,14.92,3.44,2x2,4,1,9.4,6,1,16QAM,16QAM
CX,U,4,1,100,21.91,5.18,2x2,4,1,9.7,8,1,,
CX,U,4,11,100,4.15,0.22,2x2,4,1,8.9,5,0,,
CX,L,4,3.6,15,2.5,1.9,4x4,4,2,8.8,6,2,64QAM,16QAM
CX,U,4,14.5,100,32.3,0.85,2x2,4,1,8.9,10,1,64QAM,16QAM
CX,U,4,-0.2,100,28.48,0.76,2x2,4,2,9.6,10,0,,
CX,U,4,13,100,4.56,0,2x2,4,1,6.6,4,1,,
CX,L,4,1.9,3,0.34,0.09,4x4,4,1,14.2,5,1,64QAM,64QAM
CX,U,4,14,97,26.63,0.6,2x2,4,1,10.1,10,0,64QAM,16QAM
CX,U,4,-0.2,95,16.88,2.96,2x2,4,1,8.3,7,2,,
CX,L,4,0.2,17,1.4,0.31,4x4,4,1,6.7,4,2,16QAM,16QAM
CX,U,4,14.1,100,32.25,5.12,2x2,4,1,8.9,9,2,64QAM,64QAM
CX,U,4,0.9,100,22.28,1.73,2x2,4,1,8.4,8,0,,
CX,L,4,3.3,6,1.65,0.34,4x4,4,1,9.9,6,2,64QAM,16QAM
CX,U,4,14.6,100,37.37,7.71,2x2,4,1,9.5,9,1,64QAM,64QAM
CX,U,4,1.2,100,23.1,6.57,2x2,4,1,9.2,7,3,,
CX,L,4,2.8,4,0.12,0.05,4x4,4,1,15.8,5,2,16QAM,16QAM
CX,U,4,16.1,62,26.93,1.59,2x2,4,1,9.3,11,1,256QAM,16QAM
CX,U,4,1.4,64,22.4,1.86,2x2,4,1,9,11,0,,
CX,L,4,2.6,9,0.08,0.06,4x4,4,1,7.3,5,3,16QAM,16QAM
CX,U,4,15.8,83,37.43,3.35,2x2,4,2,12.3,11,1,256QAM,64QAM
CX,U,4,2.6,89,23.52,5.03,2x2,4,1,8.7,10,1,,
CX,L,4,1.7,4,0.05,0.01,4x4,4,1,6.9,6,0,16QAM,16QAM
CX,U,4,13.9,100,37.29,7.95,2x2,4,1,9.1,11,0,64QAM,64QAM
CX,U,4,7.3,100,23.55,7.23,2x2,4,1,9.5,9,0,,
CX,L,4,2.5,3,0.56,0.22,4x4,4,1,7,5,3,64QAM,16QAM
CX,U,4,17.5,100,36.86,29.56,2x2,4,2,9.1,8,7,256QAM,256QAM
CX,U,4,3.9,100,28.85,22.31,2x2,4,1,9.2,7,7,,
CX,L,4,2,4,1.48,0.02,4x4,4,1,8.8,7,0,64QAM,16QAM
CX,U,4,17.6,100,32.09,31.09,2x2,4,1,10.5,10,3,64QAM,256QAM
CX,U,4,10.5,100,25.01,24.3,2x2,4,2,9.5,9,6,,
CX,L,4,4.8,4,1.65,0.07,4x4,4,2,9.4,9,0,256QAM,64QAM
CX,U,4,15.5,100,38.44,10.59,2x2,4,2,9.4,10,2,256QAM,64QAM
CX,U,4,7.1,100,28.13,8.62,2x2,4,1,7.5,7,4,,
CX,L,4,5.8,4,0.67,0.12,4x4,4,2,10.3,7,3,64QAM,16QAM
CX,U,4,16.4,100,30.96,27.31,2x2,4,1,10.4,7,8,64QAM,64QAM
CX,U,4,11.2,100,34.14,12.52,2x2,4,1,9.9,11,0,,
CX,L,4,3.9,24,8.72,0.21,4x4,4,1,9,9,0,256QAM,64QAM
CX,U,4,8.6,100,14.99,3.06,2x2,4,1,10.5,6,3,16QAM,16QAM
CX,U,4,3.2,100,22.54,0.98,2x2,4,1,11.8,6,0,,
CX,L,4,6.8,22,9.13,0.3,4x4,4,1,9.4,10,0,256QAM,64QAM
CX,U,4,11.8,100,13.12,2.3,2x2,4,1,10.5,10,0,16QAM,16QAM
CX,U,4,5.9,100,21.06,1.62,2x2,4,1,10.8,7,1,,
CX,L,4,6.5,14,5.74,0.95,4x4,4,2,9.8,9,2,256QAM,64QAM
CX,U,4,14.7,100,28.26,1.38,2x2,4,1,6.4,10,1,64QAM,16QAM
CX,U,4,6.3,100,26.42,5.06,2x2,4,2,7.3,8,1,,
CX,L,4,10.2,13,2.62,2.03,4x4,4,2,9.3,8,7,64QAM,64QAM
CX,U,4,17.4,100,47.58,2.76,2x2,4,1,10.3,10,2,256QAM,16QAM
CX,U,4,5.7,100,31.03,9.35,2x2,4,2,9.2,9,3,,
CX,L,4,9.5,21,5.75,5.88,4x4,4,2,8.3,7,7,64QAM,64QAM
CX,U,4,15,100,33.81,10.54,2x2,4,1,10.5,10,2,64QAM,64QAM
CX,U,4,3,100,27.9,15.76,2x2,4,1,8.3,9,3,,
CX,L,4,7.2,11,3.2,1.84,4x4,4,1,9.9,7,4,64QAM,64QAM
CX,U,4,14.9,100,18.26,9.35,2x2,4,1,9.7,9,5,64QAM,16QAM
CX,U,4,6.9,100,26.65,11.17,2x2,4,2,10.2,9,2,,
CX,L,4,7.7,19,6.1,3.09,4x4,4,1,8.6,8,4,64QAM,64QAM
CX,U,4,14.3,100,29.2,7.56,2x2,4,1,8.4,9,2,64QAM,16QAM
CX,U,4,7.5,100,38.12,7.57,2x2,4,2,9,9,3,,
CX,L,4,8.2,26,8.6,5.6,4x4,4,2,9.7,7,5,64QAM,64QAM
CX,U,4,16.7,100,29.58,26.56,2x2,4,2,8.6,9,5,64QAM,64QAM
CX,U,4,8.3,100,33.3,13.17,2x2,4,1,8.8,8,6,,
CX,U,4,15.2,0,,,,,,0,9,1,,
CX,L,4,8,3,0.68,0.74,4x4,4,2,8.1,6,6,64QAM,64QAM
CX,U,4,17.2,97,43.9,13.03,2x2,4,2,9.9,10,4,256QAM,64QAM
CX,U,4,6.3,96,32.84,5.78,2x2,4,1,8.3,9,2,,
CX,L,4,7.6,9,2.02,2.11,4x4,4,2,7.3,6,7,64QAM,64QAM
CX,U,4,15.7,99,53.7,1.27,2x2,4,1,9.9,11,0,256QAM,256QAM
CX,U,4,8.2,99,31.78,10.73,2x2,4,1,9.2,8,3,,
CX,L,4,7.6,22,6.76,7.49,4x4,4,2,9.2,7,8,64QAM,64QAM
CX,U,4,15.7,100,48.72,7.1,2x2,4,1,12.2,9,1,256QAM,64QAM
CX,U,4,8.2,100,37.52,5.33,2x2,4,1,9.1,9,1,,
CX,L,4,8.3,22,6.76,7.49,4x4,4,2,9.2,7,8,64QAM,64QAM
CX,U,4,14.2,100,48.72,7.1,2x2,4,1,12.2,10,1,256QAM,64QAM
CX,U,4,7.3,100,37.52,5.33,2x2,4,2,9.1,8,3,,
CX,L,4,6.8,8,1.1,0.95,4x4,4,2,13.7,8,5,64QAM,64QAM
CX,U,4,13.1,100,50.37,0.64,2x2,4,1,10,10,0,256QAM,64QAM
CX,U,4,5.5,100,41.07,6.19,2x2,4,1,8.8,7,4,,
CX,L,4,6.7,4,0.17,0.14,4x4,4,2,4.6,7,7,16QAM,16QAM
CX,U,4,12.5,87,42.48,0,2x2,4,1,10.6,10,0,256QAM,
CX,U,4,4.2,87,43.56,0,2x2,4,1,9.2,11,0,,
CX,L,4,7.4,5,0.2,0.18,4x4,4,2,6.1,8,3,64QAM,16QAM
CX,U,4,12.6,91,43.69,0,2x2,4,1,8.7,10,0,256QAM,
CX,U,4,5.3,87,42.07,0.54,2x2,4,2,9.7,10,1,,
CX,L,4,8.9,8,0.49,0.49,4x4,4,2,8.4,8,7,64QAM,64QAM
CX,U,4,12.9,100,46.42,0,2x2,4,1,11.1,9,0,256QAM,
CX,U,4,4.2,100,33.13,7.52,2x2,4,1,9.2,8,3,,
CX,L,4,3.7,4,0.58,0.55,4x4,4,2,5.4,9,8,256QAM,64QAM
CX,U,4,13.4,92,38.34,0.27,2x2,4,1,10.2,10,0,256QAM,16QAM
CX,U,4,3.2,92,41.05,0,2x2,4,1,9.4,10,0,,
CX,L,4,8,10,0.1,0.09,4x4,4,2,14.1,8,5,64QAM,64QAM
CX,U,4,15.9,83,39.18,0,2x2,4,1,9.6,12,0,256QAM,
CX,U,4,2,83,18.24,15.15,2x2,4,2,9.5,8,3,,
CX,L,4,7.5,5,0.04,0.02,4x4,4,2,10.4,9,2,16QAM,16QAM
CX,U,4,15,100,41.25,1.18,2x2,4,1,11.3,11,0,256QAM,16QAM
CX,U,4,2.6,100,26.3,18.61,2x2,4,2,9.9,6,6,,
CX,L,4,7.2,5,0.04,0.03,4x2,4,2,9.8,6,4,16QAM,16QAM
CX,U,4,14.6,100,27.57,18.47,2x2,4,2,9.3,8,6,64QAM,16QAM
CX,U,4,6.7,100,39.11,4.69,2x2,4,2,9.8,10,0,,
CX,L,4,8.4,24,3.62,4.2,4x4,4,1,5.3,7,5,64QAM,64QAM
CX,U,4,14.3,100,34.56,20,2x2,4,2,11,8,6,64QAM,64QAM
CX,U,4,6.6,100,43.1,0.82,2x2,4,1,10.3,10,0,,
CX,L,4,8.8,19,5.56,6.43,4x4,4,2,8.9,6,7,64QAM,64QAM
CX,U,4,13.6,100,24.64,16.06,,,,4.1,0,0,64QAM,16QAM
CX,U,4,7.9,100,47.64,0,,,,10.8,0,0,,
LO,L,3,4.2,9,0.09,0.08,4x2,4,1,0,7,,64QAM,64QAM
LO,L,3,6.1,2,0.18,0.4,2x2,4,2,0,7,10,64QAM,256QAM
LO,L,3,18.9,5,0.49,0.46,4x4,4,2,0,6,6,,
CX,L,4,8.2,18,6.56,5.74,4x4,4,2,9.9,7,7,256QAM,64QAM
CX,U,4,16.7,96,12.4,6.31,2x2,4,2,5.3,9,5,16QAM,16QAM
CX,U,4,7.3,96,18.99,7.81,2x2,4,1,5.5,8,5,,
CX,U,4,15.7,98,11.59,1.45,2x2,4,2,9,7,1,,
CX,L,4,5,38,17.65,10.8,4x4,4,2,8.4,8,5,256QAM,64QAM
CX,U,4,21.4,100,46.46,21.85,2x2,4,2,10.2,12,6,256QAM,64QAM
CX,U,4,10.7,100,36.83,20.27,2x2,4,2,9,9,6,,
CX,U,4,19.3,100,28.08,0.02,2x2,4,1,9.1,7,0,,
CX,L,4,7.8,35,15.08,9.29,4x4,4,2,8.5,8,6,256QAM,64QAM
CX,U,4,24.2,100,46.83,38.98,2x2,4,2,12.5,11,9,256QAM,64QAM
CX,U,4,13.1,100,47.27,33.82,2x2,4,2,10.4,11,9,,
CX,U,4,21.7,100,32.93,0.82,2x2,4,2,8.1,9,1,,
CX,L,4,6.5,29,12.16,7.9,4x4,4,2,8.8,8,6,256QAM,64QAM
CX,U,4,22.9,91,42.58,27.11,2x2,4,2,10,11,8,256QAM,64QAM
CX,U,4,11.3,91,50.23,38.76,2x2,4,2,10,11,9,,
CX,U,4,21.1,100,31.33,0.11,2x2,4,1,9.3,9,0,,
CX,L,4,10.1,30,10.81,7.7,4x4,4,1,9.4,9,4,256QAM,64QAM
CX,U,4,16.4,100,13.46,9.79,2x2,4,2,9.4,4,4,16QAM,16QAM
CX,U,4,8.5,100,26.98,13.27,2x2,4,2,10.2,6,3,,
CX,U,4,16.7,100,10.41,0,2x2,4,1,12.2,6,0,,
CX,U,4,3.5,100,26.98,13.27,2x2,4,2,10.2,6,3,,
CX,L,4,5,42,15.58,10.17,4x4,4,2,9.7,6,5,64QAM,64QAM
CX,U,4,17.6,100,36.98,15.08,2x2,4,1,9.7,11,1,64QAM,64QAM
CX,U,4,14.1,100,38.52,8.49,2x2,4,1,10.5,12,0,,
CX,U,4,16.2,100,41.39,1.63,2x2,4,2,10.5,11,1,,
CX,L,4,5,46,19.3,7.04,4x4,4,2,8,8,2,64QAM,64QAM
CX,U,4,15.9,98,27.14,26.51,2x2,4,2,11.2,7,8,64QAM,256QAM
CX,U,4,11.2,97,20.42,27.75,2x2,4,2,9,7,6,,
CX,U,4,14.5,100,29.15,7.98,2x2,4,2,9.6,7,3,,
CX,L,4,9.5,45,27.58,0,4x4,4,1,8.2,10,1,256QAM,64QAM
CX,U,4,14.7,100,16.55,38.91,2x2,4,2,9.8,5,9,16QAM,64QAM
CX,U,4,11.7,100,33.59,6.06,2x2,4,1,9.8,7,2,,
CX,U,4,11.3,100,19.25,30.73,2x2,4,2,9.5,5,7,,
CX,L,4,10.5,34,16.27,2.73,4x4,4,1,9.2,11,0,256QAM,64QAM
CX,U,4,16.3,100,17.75,37.99,2x2,4,2,10.6,5,9,16QAM,64QAM
CX,U,4,13.4,100,36.38,0.71,2x2,4,1,9.7,9,0,,
CX,U,4,11,100,15.66,20.11,2x2,4,1,11.1,5,7,,
CX,L,4,2.7,40,10.84,7.06,4x4,4,2,8.6,5,5,64QAM,64QAM
CX,U,4,9.3,98,22.18,2.87,2x2,4,2,10.1,7,2,64QAM,16QAM
CX,U,4,0.5,98,19.08,5.39,2x2,4,2,9.9,6,2,,
CX,U,4,7.9,97,7.35,0,2x2,4,1,7.7,4,0,,
CX,L,4,-1.3,43,11.77,0.4,4x4,4,1,9.8,5,1,64QAM,16QAM
CX,U,4,10.1,100,21.52,6.51,2x2,4,2,10.1,7,2,64QAM,16QAM
CX,U,4,2.6,100,21.88,12.57,2x2,4,2,9.9,6,2,,
CX,U,4,10,100,11.7,0,2x2,4,1,8.8,4,0,,
CX,L,4,-0.8,42,8.98,2.01,4x4,4,1,9.9,4,2,16QAM,16QAM
CX,U,4,6.1,100,11.98,3.63,2x2,4,1,10.5,5,1,16QAM,16QAM
CX,U,4,-0.7,100,17.38,2.45,2x2,4,1,9.2,5,1,,
CX,U,4,6.7,100,2.49,0,2x2,4,1,13.7,3,0,,
CX,L,4,-3.6,4,0.13,0,4x4,4,1,6.9,3,0,16QAM,16QAM
CX,U,4,10.5,84,13.46,0,2x2,4,1,9.2,6,0,64QAM,
CX,U,4,2.1,82,10.63,0,2x2,4,1,12.4,5,0,,
CX,L,4,-1.3,37,10.19,0,4x4,4,1,9,6,0,64QAM,16QAM
CX,U,4,6.1,100,3.85,1.26,2x2,4,1,10.7,4,2,16QAM,QPSK
CX,U,4,-0.3,100,12.82,1.36,2x2,4,1,10.7,5,1,,
CX,L,4,-0.7,47,12.85,1.26,4x4,4,2,10.2,5,0,64QAM,16QAM
CX,U,4,-0.3,0,,,,,,0,4,0,,
CX,U,4,-1.5,0,,,,,,0,,,,
CX,L,4,4.4,47,11.74,2.6,4x4,4,1,9,4,2,64QAM,16QAM
CX,U,4,-2,0,,,,,,0,,,,
CX,L,4,0.5,47,14,0,4x4,4,1,9.4,5,0,64QAM,16QAM
CX,L,4,5.6,42,15.78,10.21,4x4,4,2,10.1,6,5,64QAM,64QAM
CX,L,4,9.9,37,20.29,0,4x4,4,1,9.4,11,0,256QAM,64QAM
CX,U,4,6.2,0,,,,,,0,,,,
CX,L,4,9,32,17.33,0,4x4,4,1,8.6,10,0,256QAM,QPSK
CX,U,4,4.3,100,0.66,0.15,2x2,4,1,35,7,0,16QAM,16QAM
CX,L,4,9.3,46,27.18,0,4x4,4,2,8.6,11,0,256QAM,256QAM
CX,L,4,8.5,45,17.71,6.64,4x4,4,1,9.1,7,4,64QAM,64QAM
CX,L,4,7.2,45,14.74,11.72,4x4,4,2,8.5,6,6,64QAM,64QAM
CX,U,4,-0.3,100,31.45,7.01,2x2,4,2,8.2,10,3,,
CX,U,4,16.9,0,,,,,,0,,,,
CX,L,4,9.2,7,1.25,1.15,4x2,4,2,8.8,6,8,64QAM,64QAM
CX,U,4,-0.3,100,26.51,5.12,2x2,4,2,12.5,11,4,,
CX,L,4,9.8,47,20.82,13.41,4x4,4,2,8.8,8,6,64QAM,64QAM
CX,U,4,4.3,0,,,,,,0,8,2,,
CX,U,4,-0.3,100,14.56,5.63,2x2,4,2,13.8,10,6,,
CX,L,4,16.5,57,15.36,15.56,4x4,4,2,10.2,8,7,64QAM,64QAM
CX,U,4,1.9,0,,,,,,0,6,0,,
CX,U,4,10,100,16.95,16.13,2x2,4,2,10.6,6,6,,
CX,L,4,10.7,24,1.55,0.25,4x4,4,1,9.6,7,0,16QAM,QPSK
CX,U,4,-1.9,100,1.4,0.35,2x2,4,1,15.4,3,0,,
CX,U,4,10,100,8.65,1.66,2x2,4,2,7.2,8,1,,
CX,L,4,12.6,32,2.23,1.77,4x4,4,2,8.2,8,9,16QAM,16QAM
CX,U,4,10,100,34.76,15.61,2x2,4,2,9.1,12,7,,
CX,U,4,21.6,0,,,,,,0,,,,
CX,L,4,6,26,3.15,4.16,4x4,4,2,13.3,6,7,16QAM,16QAM
CX,U,4,4.7,98,5.05,1.27,2x2,4,2,18.6,6,2,16QAM,16QAM
CX,U,4,10,98,12.03,14.39,2x2,4,2,10.5,9,9,,
CX,L,4,18.7,56,4.18,6.86,4x4,4,2,9,6,8,16QAM,16QAM
CX,U,4,10,100,23.47,8.31,2x2,4,2,8.7,10,5,,
CX,L,4,16.6,35,3.7,4.83,4x4,4,2,8.7,6,8,16QAM,16QAM
CX,U,4,10,100,35.54,6.92,2x2,4,1,9.2,10,6,,
CX,L,4,18.1,54,9.63,5.51,4x4,4,2,10.1,7,6,16QAM,16QAM
CX,U,4,10,100,23.98,5.88,2x2,4,2,7.4,9,3,,
CX,L,4,13.8,59,10.62,8.88,4x4,4,2,8.4,7,7,16QAM,16QAM
CX,U,4,10,100,23.21,19.63,2x2,4,2,10.2,9,8,,
CX,L,4,13.9,6,0.76,1.41,4x4,4,2,10.6,6,7,16QAM,64QAM
CX,U,4,10,100,21.4,6.25,2x2,4,2,9.2,9,3,,
CX,L,4,12.6,55,5.96,9.39,4x4,4,2,9.1,5,6,16QAM,16QAM
CX,U,4,2.4,0,,,,,,0,8,3,,
CX,U,4,10,100,19.73,11.4,2x2,4,2,9.8,8,5,,
CX,L,4,10.1,56,8.97,6.24,4x4,4,2,10.3,5,5,16QAM,16QAM
CX,U,4,10,100,16.46,14.03,2x2,4,1,7.7,7,7,,
CX,L,4,14.1,65,6.35,10.81,4x4,4,2,8.9,5,6,16QAM,16QAM
CX,U,4,0.5,0,,,,,,0,7,0,,
CX,U,4,10,100,17.9,14.03,2x2,4,2,9.4,9,6,,
CX,U,4,17.2,0,,,,,,0,,,,
CX,L,4,17.5,69,18.6,23.43,4x4,4,2,8.6,7,8,64QAM,64QAM
CX,U,4,10,100,21.86,11.45,2x2,4,2,9.8,9,7,,
CX,L,4,19.7,67,15.71,25.78,4x4,4,2,8.2,6,8,64QAM,64QAM
CX,U,4,10,100,18.41,17.31,2x2,4,2,10.3,8,8,,
CX,L,4,20.2,33,4.06,10.4,4x4,4,2,9.9,5,7,16QAM,64QAM
CX,U,4,10,100,16.73,14.33,2x2,4,2,10.7,9,7,,
CX,L,4,19,6,1.46,2.25,4x4,4,2,9.7,6,8,16QAM,64QAM
CX,U,4,1.5,0,,,,,,0,9,2,,
CX,U,4,10,100,17.71,13.24,2x2,4,2,9,8,7,,
CX,L,4,18.5,67,9.23,15.79,4x4,4,2,8.8,5,6,16QAM,64QAM
CX,U,4,10,100,17.68,12.84,2x2,4,2,9.5,8,7,,
CX,L,4,16.8,50,12.17,6.59,4x4,4,2,11.4,7,5,64QAM,16QAM
CX,U,4,-3.3,0,,,,,,0,3,0,,
CX,U,4,10,100,8.79,20.77,2x2,4,2,10.4,6,9,,
CX,L,4,17.5,60,13.35,0,4x4,4,1,8.9,11,0,64QAM,16QAM
CX,U,4,10,100,17.6,15.81,2x2,4,2,9.3,7,7,,
CX,L,4,14.8,53,14.4,12.16,4x4,4,2,8.2,7,7,64QAM,16QAM
CX,U,4,10,100,23.36,12.76,2x2,4,2,9.5,10,8,,
CX,L,4,13.9,49,5.2,7.56,4x4,4,2,8.9,5,6,16QAM,16QAM
CX,U,4,10,100,12.84,14.7,2x2,4,2,9.3,7,8,,
CX,U,4,0,0,9.01,1.34,,,,8.5,6,1,16QAM,QPSK
CX,L,4,5.9,16,6.78,0.18,4x4,4,1,8.9,9,2,256QAM,64QAM
CX,U,4,10.6,100,14.14,6.77,2x2,4,2,9.3,5,3,16QAM,16QAM
CX,U,4,5.3,100,14.39,4.6,2x2,4,1,6.6,5,2,,
CX,L,4,13.7,72,33.59,30.01,4x4,4,,9.9,9,8,64QAM,64QAM
CX,U,4,9.1,100,2.82,0.24,2x2,4,1,10.8,7,0,16QAM,QPSK
CX,U,4,7,100,14.84,0.96,2x2,4,1,9.4,7,1,,
CX,L,4,13.3,72,36.78,26.74,4x4,4,2,8.7,10,8,256QAM,64QAM
CX,U,4,10.8,100,5.11,1.6,2x2,4,2,21.3,9,0,16QAM,16QAM
CX,U,4,8.2,100,16.31,4.45,2x2,4,1,9.3,7,2,,
CX,L,4,12.3,71,28.8,36,4x4,4,2,8.7,8,7,64QAM,64QAM
CX,U,4,11.1,100,4.06,0.62,2x2,4,2,11.3,8,5,16QAM,QPSK
CX,U,4,11.1,100,11.59,9.28,2x2,4,1,9.2,4,3,,
CX,L,4,12.8,69,35.6,31.39,4x4,4,2,9.4,10,8,256QAM,256QAM
CX,U,4,10,100,3.82,0.39,2x2,4,1,13.1,9,2,16QAM,16QAM
CX,U,4,8,100,20.84,4.9,2x2,4,1,18,8,4,,
CX,L,4,12.7,68,37.13,30.33,4x4,4,2,8.5,10,9,256QAM,64QAM
CX,U,4,10.3,100,3.75,0.46,2x2,4,1,8.5,7,1,16QAM,QPSK
CX,U,4,9.2,100,15.54,1.15,2x2,4,1,11.9,7,0,,
CX,L,4,14,72,31.59,41.56,4x4,4,2,8.9,9,10,64QAM,256QAM
CX,U,4,8.7,100,2.52,1.59,2x2,4,1,10.6,6,4,16QAM,16QAM
CX,U,4,7.5,100,13.32,5.16,2x2,4,1,10.6,8,0,,
CX,L,4,12.2,72,24.75,44.07,4x4,4,,9.4,7,7,64QAM,64QAM
CX,U,4,8.7,100,2.29,0.06,2x2,4,1,13.8,6,1,16QAM,QPSK
CX,U,4,6.3,100,6.14,0.06,2x2,4,1,9.9,7,0,,
CX,L,4,10.8,71,28.97,34.89,4x4,4,2,8.7,7,8,64QAM,64QAM
CX,U,4,11.7,100,3.47,0.91,2x2,4,2,15.9,8,3,16QAM,16QAM
CX,U,4,7,100,15.7,1.21,2x2,4,2,15.3,8,1,,
CX,L,4,13.8,59,11.67,6.55,4x4,4,2,10.5,9,7,64QAM,16QAM
CX,U,4,16.9,68,0.24,0.09,4x2,4,1,5.1,6,5,16QAM,16QAM
CX,U,4,15.9,49,0.41,0.37,2x2,4,1,7,12,0,,
CX,U,4,11.7,66,7.6,0,,,,17.9,10,0,,
CX,L,4,8.5,47,6.42,3.31,4x4,4,2,9.8,8,6,16QAM,16QAM
CX,U,4,18.3,44,2.23,0.8,2x2,4,2,2.1,10,6,64QAM,16QAM
CX,U,4,12.4,74,2.49,0.45,2x2,4,2,1.1,9,2,,
CX,U,4,15.1,69,8.68,0.01,2x2,4,1,7.6,9,0,,
CX,L,4,7.9,45,6.06,5.37,4x4,4,2,8.5,8,7,16QAM,16QAM
CX,U,4,18.4,51,2.5,1.49,2x2,4,2,0,10,8,64QAM,16QAM
CX,U,4,13.5,72,3.34,0.79,2x2,4,2,0.5,10,5,,
CX,U,4,15.2,62,9.17,0.26,2x2,4,1,6.4,9,1,,
CX,L,4,3.3,9,0.8,0.97,4x4,4,2,10.9,6,6,16QAM,16QAM
